,Age,WorkClass,fnlwgt,Education,EducationNum,MaritalStatus,Occupation,Relationship,Gender,CapitalGain,CapitalLoss,HoursPerWeek,NativeCountry
5864,28.0, Private,164575.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,40.0, United-States
14713,67.0, Local-gov,342175.0, Masters,14.0, Divorced, Adm-clerical, Not-in-family, Female,2009.0,,40.0, United-States
6090,49.0, Private,131918.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,50.0, United-States
13183,43.0,,337469.0,,10.0, Divorced, Adm-clerical,, Female,594.0,0.0,, Mexico
4521,47.0, Private,94342.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,16.0, United-States
4735,22.0,,324637.0, Some-college,10.0, Never-married, Sales, Not-in-family, Male,0.0,0.0,42.0, United-States
13355,21.0, Private,270043.0, Some-college,10.0, Never-married, Tech-support, Own-child, Female,0.0,0.0,25.0, United-States
11978,56.0, Self-emp-not-inc,108496.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
12538,42.0, Self-emp-not-inc,104118.0,,10.0, Never-married, Exec-managerial, Not-in-family, Male,0.0,0.0,40.0,
15262,47.0, Federal-gov,20956.0, Bachelors,, Married-civ-spouse, Craft-repair, Husband,,0.0,1740.0,40.0, United-States
13633,29.0, Private,189346.0, HS-grad,9.0, Never-married, Transport-moving, Unmarried, Male,0.0,0.0,40.0, United-States
8875,36.0, Private,194630.0, Some-college,10.0, Divorced, Sales, Unmarried, Female,,0.0,40.0, United-States
8990,57.0, Private,156040.0, 5th-6th,3.0, Separated, Craft-repair, Not-in-family, Male,0.0,0.0,40.0, United-States
12159,50.0, Self-emp-not-inc,98180.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, Male,99999.0,0.0,45.0, United-States
5982,41.0, Private,212027.0, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
15373,17.0, Private,95799.0, 11th,7.0, Never-married, Sales, Own-child, Female,0.0,0.0,, United-States
16382,, ?,148769.0, HS-grad,9.0, Never-married, ?, Own-child, Male,0.0,0.0,40.0, United-States
23871,20.0, Private,147344.0, Some-college,10.0,, Handlers-cleaners, Own-child, Male,0.0,0.0,20.0, United-States
11440,67.0, Private,, HS-grad,9.0, Never-married,, Not-in-family, Female,,0.0,35.0, United-States
13746,23.0,,60331.0, Some-college,,, Transport-moving, Not-in-family, Male,0.0,0.0,, United-States
29223,43.0, Self-emp-not-inc,160369.0, 10th,6.0, Divorced, Farming-fishing, Unmarried, Male,0.0,0.0,25.0, United-States
6888,17.0,,100828.0, Some-college,10.0,,, Own-child, Male,0.0,0.0,,
795,22.0, Private,162343.0, Some-college,10.0, Never-married, Other-service, Other-relative, Male,0.0,0.0,20.0, United-States
26586,60.0, ?,,,9.0, Divorced, ?, Not-in-family, Female,0.0,0.0,40.0, United-States
1926,30.0, Private,204374.0, Bachelors,13.0, Never-married, Sales, Not-in-family, Male,0.0,1741.0,48.0, United-States
22999,, Private,206903.0, Bachelors,13.0, Never-married, Handlers-cleaners,, Male,0.0,0.0,35.0, United-States
6243,47.0, Private,436770.0, Assoc-voc,11.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,,40.0,
6760,41.0, Private,48087.0, 7th-8th,4.0, Divorced, Craft-repair, Not-in-family,,0.0,1590.0,40.0, United-States
30962,35.0, Private,, HS-grad,9.0,, Craft-repair, Unmarried, Male,0.0,0.0,50.0, United-States
3595,22.0, Private,187703.0, Assoc-voc,11.0, Never-married, Other-service, Other-relative, Male,0.0,0.0,40.0, Guatemala
27812,28.0, Private,114158.0, Some-college,, Never-married,, Own-child, Female,0.0,0.0,, United-States
19658,24.0, Private,183751.0, 11th,7.0,, Craft-repair,,,0.0,0.0,65.0, United-States
20417,,,23510.0, Masters,14.0, Divorced, Exec-managerial, Unmarried, Male,0.0,2201.0,60.0, India
15038,34.0, Private,152493.0, HS-grad,9.0, Divorced, Transport-moving, Unmarried, Male,0.0,0.0,60.0, United-States
18525,25.0, Private,336440.0, Some-college,10.0, Never-married, Other-service, Not-in-family, Male,0.0,0.0,40.0, United-States
6571,33.0, Private,206707.0, HS-grad,9.0, Divorced, Craft-repair, Own-child, Male,0.0,0.0,40.0, United-States
15852,32.0, Private,185027.0, Some-college,10.0,, Sales, Husband,,0.0,,, United-States
25523,29.0, Private,176027.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,0.0,40.0, United-States
4859,49.0, Private,390746.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,1672.0,45.0, Ireland
14853,49.0, Local-gov,97176.0, HS-grad,9.0, Widowed, Other-service, Not-in-family, Female,0.0,0.0,47.0, United-States
5502,40.0, Private,121492.0, Some-college,10.0, Never-married, Machine-op-inspct, Not-in-family, Male,0.0,0.0,48.0, United-States
8879,34.0, Private,97723.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,40.0, United-States
13918,55.0, Private,308118.0, Bachelors,13.0, Widowed, Machine-op-inspct, Unmarried, Female,0.0,0.0,40.0, ?
17183,51.0, Local-gov,156003.0, HS-grad,9.0, Divorced, Protective-serv, Not-in-family, Male,,0.0,40.0, United-States
2357,26.0, Private,30776.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,40.0, United-States
4994,53.0, Self-emp-inc,368014.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,1977.0,60.0, United-States
24895,46.0, Local-gov,207677.0, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband,,,0.0,40.0, United-States
16799,29.0, Private,198825.0, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, Female,,0.0,38.0, United-States
1599,24.0, Private,216129.0, Bachelors,13.0, Never-married, Sales, Not-in-family, Male,0.0,,50.0, United-States
12216,34.0, Self-emp-not-inc,198068.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
5480,61.0, Private,85548.0, Some-college,10.0,, Tech-support, Husband, Male,15024.0,0.0,18.0, United-States
31697,38.0, Private,396595.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband,,0.0,0.0,40.0, United-States
5382,26.0, Private,205428.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,, United-States
9822,25.0, Private,57635.0, Assoc-voc,11.0, Married-civ-spouse, Sales, Wife, Female,0.0,,42.0, United-States
21709,25.0, Private,108542.0, Bachelors,13.0,,, Own-child, Male,0.0,0.0,35.0, United-States
25140,31.0, State-gov,86143.0, HS-grad,9.0, Never-married, Protective-serv, Other-relative, Male,0.0,0.0,40.0, United-States
13580,,,112158.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,99.0, United-States
1169,40.0, Private,182302.0, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, Male,0.0,0.0,40.0, United-States
10926,38.0, Private,470663.0, Bachelors,13.0,, Exec-managerial, Not-in-family, Male,0.0,0.0,50.0, United-States
6781,22.0, Local-gov,137510.0, HS-grad,9.0, Never-married, Farming-fishing, Own-child, Male,0.0,0.0,40.0,
10863,23.0, Private,, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, Male,0.0,0.0,40.0, United-States
4751,, Private,302195.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,,
14158,56.0, Private,193622.0, HS-grad,9.0, Separated, Craft-repair, Unmarried, Male,0.0,0.0,40.0, United-States
6491,54.0, ?,191659.0, 5th-6th,3.0, Married-civ-spouse, ?, Husband, Male,0.0,0.0,40.0, United-States
816,27.0, ?,108926.0, Some-college,10.0, Married-civ-spouse, ?, Husband, Male,0.0,0.0,5.0, United-States
15644,35.0, Private,320451.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,65.0, Hong
30250,64.0, Private,203783.0, HS-grad,9.0, Widowed, Adm-clerical, Unmarried, Female,0.0,0.0,8.0, United-States
13822,35.0, Private,109204.0, Bachelors,13.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0, United-States
18002,25.0, Self-emp-not-inc,245369.0, HS-grad,, Separated, Craft-repair, Own-child, Male,0.0,0.0,35.0, United-States
13225,53.0, Private,104748.0, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,45.0, United-States
1251,48.0, Self-emp-not-inc,397466.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,60.0, United-States
3116,52.0, Self-emp-inc,210736.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,60.0, United-States
5024,45.0, Federal-gov,181970.0,,9.0,, Adm-clerical,, Male,0.0,1672.0,40.0, United-States
28043,, ?,63526.0, 12th,8.0, Never-married, ?, Not-in-family, Male,0.0,0.0,52.0, United-States
31600,25.0, State-gov,176162.0, Bachelors,13.0, Never-married, Protective-serv, Own-child, Male,0.0,0.0,40.0, United-States
22387,, ?,224238.0,,10.0, Never-married, ?,, Male,0.0,0.0,, United-States
10846,20.0, State-gov,349365.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Female,0.0,0.0,40.0, United-States
18935,43.0, Self-emp-inc,150533.0, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Other-relative, Male,0.0,0.0,50.0, United-States
14070,37.0, State-gov,211286.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, Female,0.0,0.0,50.0, United-States
25719,23.0, Private,103632.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, Female,0.0,0.0,40.0, United-States
25760,, State-gov,120131.0, HS-grad,9.0, Divorced, Craft-repair, Own-child, Male,8614.0,,, United-States
192,41.0, Local-gov,523910.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
6692,51.0, Private,122533.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States
231,41.0, Private,130408.0,,, Divorced, Sales, Unmarried, Female,0.0,0.0,38.0,
12637,70.0, Self-emp-inc,131699.0, Bachelors,13.0, Divorced, Exec-managerial, Unmarried, Female,0.0,0.0,55.0, United-States
14368,48.0, Self-emp-inc,56975.0,,9.0,, Sales, Unmarried, Female,0.0,0.0,, ?
16113,39.0, Self-emp-not-inc,139703.0, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,0.0,48.0, United-States
25732,64.0, Private,, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, Male,,0.0,60.0, United-States
9224,47.0, Private,64563.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, Male,7688.0,0.0,42.0, United-States
18550,54.0,,230387.0, HS-grad,9.0, Widowed, Adm-clerical,, Female,,0.0,35.0, United-States
4277,31.0, Private,112115.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
11750,58.0, Self-emp-inc,100960.0, HS-grad,9.0,, Sales, Husband,,,0.0,50.0, United-States
6247,37.0, Self-emp-not-inc,255503.0, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, Male,0.0,0.0,55.0, United-States
12689,41.0, Local-gov,193524.0, Assoc-acdm,12.0, Married-civ-spouse, Tech-support,, Male,0.0,0.0,40.0, United-States
11222,37.0, Private,112264.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,40.0, United-States
26682,20.0, Private,238384.0, HS-grad,9.0,, Sales, Not-in-family, Female,0.0,0.0,30.0,
8640,19.0, Private,427862.0, Some-college,10.0, Never-married, Other-service, Own-child, Male,0.0,0.0,35.0, United-States
25591,52.0, Private,153751.0, 9th,5.0, Separated, Other-service, Not-in-family, Female,0.0,0.0,30.0, United-States
15581,50.0, Federal-gov,107079.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,40.0, United-States
14532,22.0, Private,60668.0, Bachelors,13.0, Never-married, Exec-managerial, Own-child, Male,0.0,0.0,40.0, United-States
11830,30.0, Private,361280.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Male,0.0,0.0,40.0, United-States
28483,32.0, Private,226267.0, 5th-6th,3.0, Married-spouse-absent, Craft-repair,, Male,0.0,0.0,40.0, El-Salvador
23933,71.0, Private,216608.0, Assoc-voc,11.0, Never-married, Adm-clerical,, Female,0.0,0.0,40.0, United-States
8898,19.0, State-gov,176936.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, Female,0.0,0.0,30.0, United-States
3434,47.0, Private,138342.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,50.0, United-States
14738,31.0, Private,188096.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,,72.0, United-States
26007,42.0, Private,92288.0, Masters,14.0, Married-civ-spouse, Sales,, Male,0.0,0.0,40.0,
27950,,,20809.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, Male,0.0,0.0,75.0, United-States
2296,40.0, Private,77572.0, Some-college,10.0, Divorced, Sales, Unmarried, Female,0.0,0.0,40.0, United-States
29092,64.0, Private,75577.0, 7th-8th,4.0, Married-civ-spouse, Adm-clerical, Husband, Male,2580.0,0.0,50.0, United-States
10918,41.0, Private,202565.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,40.0, United-States
28360,69.0, State-gov,163689.0, Some-college,10.0,,, Husband, Male,0.0,0.0,16.0, United-States
3367,36.0, Private,84306.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,5013.0,,50.0, United-States
24592,32.0, Private,209317.0, HS-grad,9.0, Separated, Exec-managerial, Not-in-family, Male,0.0,0.0,40.0, ?
15512,35.0, Private,272944.0, Bachelors,13.0, Divorced, Transport-moving, Not-in-family, Male,0.0,0.0,40.0, United-States
26119,18.0, ?,344742.0, 10th,6.0, Never-married, ?, Own-child, Male,0.0,0.0,40.0, United-States
20630,34.0, Private,69251.0, Some-college,10.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,40.0, Philippines
26635,53.0, Federal-gov,290290.0, Some-college,10.0, Divorced,, Not-in-family, Male,0.0,0.0,45.0, United-States
16021,61.0, Self-emp-not-inc,151369.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,99999.0,0.0,30.0, United-States
5669,30.0, Private,220148.0, HS-grad,9.0, Married-civ-spouse, Craft-repair,, Male,0.0,1848.0,, United-States
2343,21.0, Private,191460.0, 11th,7.0, Never-married, Other-service,, Female,0.0,0.0,40.0, United-States
16415,50.0, Private,143664.0, Bachelors,13.0, Never-married, Exec-managerial,, Male,0.0,0.0,40.0, United-States
6531,31.0, Private,128220.0, 7th-8th,4.0, Widowed, Adm-clerical, Not-in-family, Female,0.0,0.0,35.0, United-States
19547,23.0, Private,214542.0,,10.0,, Farming-fishing, Own-child, Male,0.0,0.0,40.0, United-States
23628,72.0, Self-emp-not-inc,139889.0, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,74.0, United-States
15815,23.0, Private,278254.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,45.0, United-States
6121,45.0, Local-gov,236586.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,7688.0,0.0,55.0, United-States
17894,26.0, Private,359327.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,50.0, ?
5364,33.0, Private,309590.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Male,0.0,0.0,40.0, Jamaica
11497,21.0, Private,312017.0, Some-college,10.0, Never-married, Craft-repair, Not-in-family, Male,,0.0,40.0,
17820,54.0, Self-emp-not-inc,199741.0, HS-grad,9.0, Widowed, Craft-repair, Not-in-family, Male,0.0,2001.0,35.0, United-States
3997,37.0, Private,295949.0, HS-grad,,, Craft-repair, Husband,,0.0,1628.0,40.0, United-States
2880,31.0, Private,159322.0, HS-grad,9.0, Never-married,, Other-relative, Male,0.0,0.0,40.0, United-States
5861,66.0, Self-emp-inc,185369.0, 10th,6.0, Married-civ-spouse, Sales,,,0.0,0.0,30.0, United-States
1300,41.0, Private,187431.0, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, Male,0.0,0.0,40.0, United-States
25122,45.0, ?,215943.0, HS-grad,9.0, Married-civ-spouse,, Husband, Male,,0.0,40.0, United-States
9795,28.0, Private,126060.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, Female,99999.0,0.0,36.0, United-States
13066,47.0, Federal-gov,211123.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
8065,30.0, Self-emp-not-inc,437458.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,40.0, United-States
25736,51.0, Private,249706.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,40.0, United-States
15594,34.0, Private,202822.0, Masters,14.0, Never-married, Tech-support, Unmarried, Female,0.0,0.0,40.0, ?
18553,41.0, Private,297186.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Wife, Female,0.0,0.0,40.0, United-States
26938,, Federal-gov,475324.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States
7791,, Private,165310.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Other-relative, Male,0.0,0.0,20.0,
6411,28.0, Private,185896.0, Some-college,10.0, Never-married, Handlers-cleaners, Not-in-family, Male,0.0,0.0,47.0, Mexico
6151,27.0, Private,39232.0, HS-grad,9.0, Married-civ-spouse, Craft-repair,, Male,0.0,0.0,40.0, United-States
16074,40.0, Private,85668.0, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,60.0, United-States
19032,, Private,227359.0, Some-college,10.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,42.0, United-States
293,21.0, Private,231931.0, Some-college,10.0, Never-married, Sales, Own-child, Male,0.0,0.0,45.0, United-States
20318,38.0, Private,617898.0, Bachelors,13.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,50.0, United-States
27186,20.0, Private,386864.0, 10th,6.0, Never-married, Other-service, Other-relative, Male,0.0,0.0,35.0, Mexico
14901,36.0, Private,191754.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,50.0, United-States
2885,, ?,327154.0, HS-grad,9.0,, ?, Unmarried,,0.0,0.0,,
2051,53.0, Private,302868.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,, United-States
15248,17.0, ?,132962.0, 12th,8.0, Never-married, ?, Own-child, Male,0.0,0.0,30.0, United-States
22685,76.0, Local-gov,178665.0, 9th,5.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,30.0, United-States
18912,24.0, ?,412156.0, HS-grad,9.0, Married-civ-spouse, ?, Wife,,0.0,0.0,40.0, Mexico
4869,33.0, Private,141229.0, Some-college,10.0, Divorced, Other-service, Not-in-family, Female,0.0,0.0,50.0, United-States
12099,38.0, Private,269323.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,40.0, United-States
20881,44.0, Private,, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, Male,0.0,0.0,30.0,
26637,36.0, Private,128516.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, Female,0.0,0.0,, United-States
3081,46.0, Private,200569.0, HS-grad,9.0, Married-civ-spouse, Sales, Wife, Female,0.0,0.0,40.0, United-States
30053,35.0, Private,162601.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,40.0, United-States
29069,58.0,,261230.0, Some-college,10.0, Divorced, Prof-specialty, Not-in-family, Female,0.0,0.0,40.0, United-States
14859,57.0, Private,142076.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,4386.0,0.0,40.0, United-States
30577,41.0, State-gov,175537.0, Some-college,10.0, Divorced, Machine-op-inspct, Not-in-family, Female,0.0,0.0,38.0, United-States
16743,17.0, ?,181337.0, 10th,6.0, Never-married, ?,, Female,0.0,0.0,20.0, United-States
12736,58.0,,119386.0, Assoc-voc,11.0, Divorced, Adm-clerical, Not-in-family, Female,0.0,0.0,60.0, United-States
